RTIID	GID	JURISID	COUNTY	NAME	YEAR	CITY	STATE	ZIP	STATEFIPS	CNTYCODE	STRATUM	FINALWT	DESIGNWT	CLASS	STATUS	CONFPOPJUNE	CONFPOPJUNE_FLAG	CONFPOP	CONFPOP_FLAG	NCONPOP	NCONPOP_FLAG	TOTPOP	TOTPOP_FLAG	WEEK	WEEK_FLAG	WEEKN	WEEKN_FLAG	NONCITZ	NONCITZ_FLAG	ADULTM	ADULTM_FLAG	ADULTF	ADULTF_FLAG	JUVM	JUVM_FLAG	JUVF	JUVF_FLAG	TOTGENDER	TOTGENDER_FLAG	ADLTJUV	ADLTJUV_FLAG	CONV	CONV_FLAG	UNCONV	UNCONV_FLAG	TOTCONVSTATUS	TOTCONVSTATUS_FLAG	FELONY	FELONY_FLAG	MISD	MISD_FLAG	OTHEROFFSPEC	OTHEROFF	OTHEROFF_FLAG	TOTOFF	TOTOFF_FLAG	WHITE	WHITE_FLAG	BLACK	BLACK_FLAG	HISP	HISP_FLAG	AIAN	AIAN_FLAG	ASIAN	ASIAN_FLAG	NHOPI	NHOPI_FLAG	TWORACE	TWORACE_FLAG	OTHERRACESPEC	OTHERRACE	OTHERRACE_FLAG	RACEDK	RACEDK_FLAG	RACETOTAL	RACETOTAL_FLAG	MARSHALS	MARSHALS_FLAG	BOP	BOP_FLAG	ICE	ICE_FLAG	BIA	BIA_FLAG	OTHERFEDSPEC	OTHERFED	OTHERFED_FLAG	INSTATEPRIS	INSTATEPRIS_FLAG	OUTSTATEPRIS	OUTSTATEPRIS_FLAG	TRIBAL	TRIBAL_FLAG	INSTATEJAIL	INSTATEJAIL_FLAG	OUTSTATEJAIL	OUTSTATEJAIL_FLAG	OTHERHOLDTOT	OTHERHOLDTOT_FLAG	PEAKDATE	PEAKPOP	PEAKPOP_FLAG	ADPM	ADPM_FLAG	ADPF	ADPF_FLAG	ADP	ADP_FLAG	RATED	RATED_FLAG	ADMISM	ADMISM_FLAG	ADMISF	ADMISF_FLAG	ADMIS	ADMIS_FLAG	RELEASEM	RELEASEM_FLAG	RELEASEF	RELEASEF_FLAG	RELEASE	RELEASE_FLAG	EMONITOR	EMONITOR_FLAG	HOMEDETN	HOMEDETN_FLAG	COMMSRV	COMMSRV_FLAG	DAYREPORT	DAYREPORT_FLAG	PRETRIAL	PRETRIAL_FLAG	ALTWORK	ALTWORK_FLAG	TREATMENT	TREATMENT_FLAG	OTRNONCONFSPEC	OTRNONCONF	OTRNONCONF_FLAG	NONCONFD	NONCONFD_FLAG	CORRSTAFF	CORRSTAFF_FLAG	CORRSTAFFM	CORRSTAFFM_FLAG	CORRSTAFFF	CORRSTAFFF_FLAG	OTHERSTAFF	OTHERSTAFF_FLAG	OTHERSTAFFM	OTHERSTAFFM_FLAG	OTHERSTAFFF	OTHERSTAFFF_FLAG	TOTALSTAFF	TOTALSTAFF_FLAG
10958850	241035035061000000000	241035035	KITTSON COUNTY	KITTSON COUNTY SHERIFFS DEPARTMENT	2016	HALLOCK	24	56728	27	27069	10	15.15689616	14.89999962	20	1	2	0	3	0	0	0	3	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	3	0	3	0	0	0	 	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	3	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	5	0	1	1	0	1	1	1	5	0	42	0	7	0	49	0	39	0	7	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	12	0	7	0	5	0	2	0	1	0	1	0	14	0
10957263	241043043061000000000	241043043	MCLEOD COUNTY	MCLEOD COUNTY SHERIFFS OFFICE	2016	GLENCOE	24	55336	27	27085	10	15.15689616	14.89999962	20	1	18	0	17	0	0	0	17	0	1	0	0	0	0	0	17	0	0	0	0	0	0	0	17	0	0	0	6	0	11	0	17	0	13	0	4	0	 	0	0	17	0	12	0	0	0	5	0	0	0	0	0	0	0	0	0	 	0	0	0	0	17	0	0	0	0	0	0	0	0	0	 	0	0	1	0	1	0	0	0	1	0	0	0	3	0	2	24	0	17	0	3	0	20	0	35	0	852	0	280	0	1132	0	833	0	278	0	1111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	17	0	7	0	10	0	1	0	0	0	1	0	18	0
10957266	241047047061000000000	241047047	MEEKER COUNTY	MEEKER COUNTY SHERIFFS OFFICE	2016	LITCHFIELD	24	55355	27	27093	5	7.41666651	7.41666651	16	1	31	1	34	1	0	1	34	1	0	0	-9	-9	1	0	26	0	8	0	0	0	0	0	34	1	0	0	13	1	21	1	34	1	18	1	16	1	 	0	0	34	1	30	1	1	1	3	1	0	1	0	1	0	1	0	1	 	0	1	0	1	34	1	0	1	0	1	0	1	0	1	 	0	1	4	1	0	1	0	1	8	1	0	1	12	0	3	38	1	34	1	8	1	42	1	69	0	500	1	151	1	651	1	470	1	147	1	617	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	1	16	0	7	0	9	0	9	1	2	1	7	1	25	0
10957268	241049049061000000000	241049049	MORRISON COUNTY	MORRISON COUNTY SHERIFFS OFFICE	2016	LITTLE FALLS	24	56345	27	27097	9	9.29508197	9	19	1	65	1	40	1	0	0	40	0	1	0	0	0	0	0	37	0	3	0	0	0	0	0	40	1	0	0	10	1	30	1	40	1	15	1	25	1	 	0	1	40	1	38	1	2	1	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	40	1	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	2	1	0	0	2	0	2	51	0	55	1	5	1	60	1	150	0	680	1	100	0	780	0	600	1	100	1	700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	21	0	11	0	10	0	9	0	2	0	7	0	30	0
10957279	241062062062000000000	241062062	RAMSEY COUNTY	RAMSEY COUNTY SHERIFF'S OFFICE	2016	ST. PAUL	24	55101	27	27123	1	1.05357143	1	8	1	369	0	348	0	0	0	348	0	0	0	-9	-9	5	0	312	0	36	0	0	0	0	0	348	0	0	0	35	1	313	1	348	0	293	1	55	1	 	0	0	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	348	0	348	0	0	0	0	0	5	0	0	0	 	0	0	343	1	0	1	0	0	0	0	0	0	348	0	5	391	0	314	0	38	0	352	0	500	0	16035	0	4812	0	20847	0	15789	1	4255	1	20044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	123	0	99	0	24	0	15	0	8	0	7	0	138	0
10957278	241062062060200000000	241062062	RAMSEY COUNTY	RAMSEY COUNTY CORRECTIONAL FACILITY	2016	MAPLEWOOD	24	55119	27	27123	1	1.05357143	1	8	1	372	0	293	0	35	0	328	0	1	0	0	0	11	0	224	0	69	0	0	0	0	0	293	0	0	0	293	0	0	0	293	0	136	0	157	0	 	0	0	293	0	106	0	116	0	19	0	7	0	25	0	0	0	12	0	 	0	0	8	0	293	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	23	0	0	0	23	0	3	297	0	247	0	70	0	317	0	556	0	2914	0	925	0	3839	0	2959	0	919	0	3878	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	35	0	87	0	59	0	28	0	28	0	9	0	19	0	115	0
10957280	241064064061000000000	241064064	REDWOOD COUNTY, RENVILLE COUNTY	REDWOOD COUNTY SHERIFFS OFFICE	2016	REDWOOD FALLS	24	56283	27	27127	10	15.15689616	14.89999962	20	1	17	0	19	0	0	0	19	0	0	0	-9	-9	0	0	14	0	5	0	0	0	0	0	19	0	0	0	9	0	10	0	19	0	10	0	9	0	 	0	0	19	0	8	1	0	1	1	1	10	1	0	1	0	1	0	1	 	0	1	0	1	19	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	19	0	13	1	3	1	16	1	21	0	425	0	187	0	612	0	420	1	185	1	605	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	6	0	4	0	2	0	2	0	1	0	1	0	8	0
10957281	241065065061000000000	241065065	RENVILLE COUNTY	RENVILLE COUNTY SHERIFFS OFFICE	2016	OLIVIA	24	56277	27	27129	9	9.29508197	9	19	1	70	0	59	0	2	0	61	0	0	0	-9	-9	0	0	45	0	14	0	0	0	0	0	59	0	0	0	12	0	47	0	59	0	22	0	37	0	 	0	0	59	0	26	0	6	0	10	0	15	0	0	0	0	0	2	0	 	0	0	0	0	59	0	0	0	11	0	0	0	0	0	 	0	0	9	0	0	0	0	0	22	0	0	0	42	0	3	64	0	50	0	17	0	67	0	72	0	616	0	224	0	840	0	617	0	226	0	843	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	2	0	14	0	7	0	7	0	4	0	2	0	2	0	18	0
10957287	241071071061000000000	241071071	SHERBURNE COUNTY	SHERBURNE COUNTY SHERIFFS OFFICE	2016	ELK RIVER	24	55330	27	27141	7	1.30404508	1.27884614	17	1	589	0	538	0	4	1	542	0	1	0	0	0	125	0	496	0	42	0	0	0	0	0	538	0	0	0	145	1	393	1	538	0	469	1	69	1	 	0	0	538	0	166	1	143	1	150	1	26	1	21	1	0	1	0	1	 	0	1	32	1	538	0	246	0	0	0	125	0	3	0	 	0	0	65	0	0	0	0	0	36	0	0	0	475	0	8	587	0	531	0	47	0	578	0	662	0	4767	0	995	0	5762	0	4268	0	953	0	5221	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	 	0	0	4	1	129	0	100	0	29	0	23	0	6	0	17	0	152	0
10957289	241073073061000000000	241073073	BENTON COUNTY, SHERBURNE COUNTY, STEARNS COUNTY	STEARNS COUNTY SHERIFFS OFFICE	2016	ST. CLOUD	24	56302	27	27145	8	5.15508193	4.90361452	18	1	131	0	120	0	0	0	120	0	0	0	-9	-9	5	1	107	0	13	0	0	1	0	1	120	0	0	0	30	1	90	1	120	0	80	1	40	1	 	0	0	120	0	60	1	24	1	36	1	0	1	0	1	0	1	0	1	 	0	1	0	1	120	0	0	1	0	1	0	1	0	1	 	0	1	5	1	1	1	0	1	5	1	1	1	12	1	5	149	0	120	1	20	1	140	1	139	0	5748	1	1882	1	7630	1	5746	1	1881	1	7627	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	54	1	36	1	18	1	29	1	17	1	12	1	83	1
10957290	241074074061000000000	241074074	STEELE COUNTY	STEELE COUNTY DETENTION CENTER	2016	OWATONNA	24	55060	27	27147	9	9.29508197	9	19	1	101	0	91	0	0	0	91	0	1	0	0	1	2	0	73	0	18	0	0	0	0	0	91	0	0	0	33	0	58	0	91	0	70	1	21	1	 	0	0	91	0	51	0	21	0	0	0	2	0	1	0	0	0	0	0	 	0	0	16	0	91	0	0	0	0	0	0	0	0	0	 	0	0	25	1	0	0	0	0	66	1	0	0	91	0	31	91	0	95	1	18	1	113	1	154	0	1382	1	505	1	1887	1	1409	1	499	1	1908	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	33	1	24	1	9	1	10	1	3	1	7	1	43	1
10957295	241082082061000000000	241082082	WASHINGTON COUNTY	WASHINGTON COUNTY SHERIFFS OFFICE	2016	STILLWATER	24	55082	27	27163	3	5.22222201	4.69999981	14	1	170	0	170	0	25	1	195	1	1	0	5	1	3	0	150	0	19	0	1	0	0	0	170	0	0	0	35	1	135	1	170	0	50	1	120	1	 	0	1	170	0	122	1	10	1	15	1	3	1	5	1	0	1	10	1	 	0	1	5	1	170	0	0	0	0	0	0	0	0	0	 	0	0	15	1	0	0	0	0	5	1	0	0	20	0	19	192	0	150	1	35	1	185	1	228	0	1500	1	6100	1	7600	1	6100	1	1500	1	7600	1	20	1	0	0	0	0	0	0	0	0	5	1	0	0	 	0	0	25	1	74	0	41	1	33	1	13	0	4	0	9	0	87	0
10958856	241087087061000000000	241087087	CHIPPEWA COUNTY, YELLOW MEDICINE COUNTY	YELLOW MEDICINE COUNTY SHERIFFS OFFICE	2016	GRANITE FALLS	24	56241	27	27173	10	15.15689616	14.89999962	20	1	25	1	18	1	0	1	18	1	0	0	-9	-9	0	0	15	0	3	0	0	0	0	0	18	1	0	0	9	1	9	1	18	1	17	0	1	0	 	0	0	18	1	12	0	1	0	3	0	2	0	0	0	0	0	0	0	 	0	0	0	0	18	1	0	0	0	0	0	0	0	0	 	0	0	2	0	0	0	0	0	8	0	0	0	10	0	15	32	1	20	1	6	1	26	1	36	0	180	1	48	1	228	1	210	1	42	1	252	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	1	14	0	9	0	5	0	2	0	0	0	2	0	16	0
10957277	241060060060100000000	246060060	POLK COUNTY	TRI COUNTY COMMUNITY CORRECTIONS	2016	CROOKSTON	24	56716	27	27119	12	1.05	1	24	1	184	0	159	0	0	0	159	0	0	0	-9	-9	0	0	127	0	32	0	0	0	0	0	159	0	0	0	125	0	34	0	159	0	108	0	51	0	 	0	0	159	0	115	0	16	0	14	0	6	0	0	0	0	0	3	0	 	0	0	5	0	159	0	11	0	3	0	0	0	0	0	 	0	0	9	0	1	0	0	0	135	0	0	0	159	0	9	192	0	151	0	32	0	183	0	200	0	2041	0	575	0	2616	0	2060	0	573	0	2633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	37	0	29	0	8	0	8	0	2	0	6	0	45	0
10957284	241069069060100000000	246069069	ST. LOUIS COUNTY	ARROWHEAD REGIONAL CORRECTIONS	2016	DULUTH	24	55802	27	27137	12	1.05	1	24	1	97	0	94	0	0	0	94	0	0	0	-9	-9	0	0	94	0	0	0	0	0	0	0	94	0	0	0	94	0	0	0	94	0	72	0	22	0	 	0	0	94	0	69	0	12	0	0	0	9	0	4	0	0	0	0	0	 	0	0	0	0	94	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	94	0	0	0	94	0	2	101	0	105	0	0	0	105	0	144	0	662	0	0	0	662	0	665	0	0	0	665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	42	0	23	0	19	0	20	0	10	0	10	0	62	0
10957301	251002002061000000000	251002002	ALCORN COUNTY	Alcorn County Sheriffs Office	2016	CORINTH	25	38834	28	28003	7	1.30404508	1.27884614	17	1	112	0	113	0	0	0	113	0	0	0	-9	-9	0	0	100	1	10	1	3	0	0	0	113	0	3	0	19	0	94	0	113	0	66	1	47	1	 	0	0	113	0	74	1	36	1	3	1	0	0	0	0	0	0	0	0	 	0	0	0	0	113	0	0	0	0	0	0	0	0	0	 	0	0	19	0	0	0	0	0	0	0	0	0	19	0	31	113	0	100	1	20	1	120	1	200	0	2000	1	642	1	2642	1	2000	1	511	1	2511	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	12	0	7	0	5	0	5	0	1	0	4	0	17	0
10957305	251006006060000018700	251006006	BOLIVAR COUNTY	BOLIVAR COUNTY REGIONAL CORRECTIONAL FACILITY	2016	CLEVELAND	25	38732	28	28011	7	1.30404508	1.27884614	17	1	415	0	401	0	0	0	401	0	0	0	-9	-9	0	0	394	0	7	0	0	0	0	0	401	0	0	0	356	0	45	0	401	0	329	1	50	1	Probabtion violations	22	0	401	0	120	0	279	0	0	0	0	0	2	0	0	0	0	0	 	0	0	0	0	401	0	13	0	0	0	0	0	0	0	 	0	0	286	0	0	0	0	0	81	0	0	0	380	0	8	426	0	404	1	9	1	413	1	401	1	2000	1	46	1	2046	1	1500	1	26	1	1526	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	42	0	23	0	19	0	17	0	7	0	10	0	59	0
10957308	251009009060000018300	251009009	CHICKASAW COUNTY	CHICKASAW COUNTY SHERIFF'S OFFICE	2016	HOUSTON	25	38851	28	28017	2	2.71428561	2.71428561	13	1	291	1	299	1	0	0	299	1	0	0	-9	-9	0	1	297	1	2	1	0	0	0	0	299	1	0	0	273	1	26	1	299	1	273	1	26	1	 	0	0	299	1	165	1	134	1	0	1	0	1	0	1	0	1	0	1	 	0	1	0	1	299	1	0	1	0	1	0	1	0	1	 	0	1	273	1	0	1	0	1	0	1	0	1	273	1	1	327	1	317	1	6	1	323	1	534	1	1276	1	277	1	1553	1	1296	1	281	1	1577	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	30	1	18	1	12	1	17	1	8	1	9	1	47	1
10951441	251024024060000010000	251024024	HARRISON COUNTY	HARRISON COUNTY SHERIFF'S OFFICE	2016	GULFPORT	25	39503	28	28047	1	1.05357143	1	8	1	653	0	712	0	0	0	712	0	1	0	0	1	18	0	606	0	102	0	4	0	0	0	712	0	-9	-9	272	3	440	3	712	0	558	3	154	3	 	0	3	712	0	352	0	334	0	20	0	0	0	6	0	0	0	0	0	 	0	0	0	0	712	0	43	0	0	0	2	0	0	0	 	0	0	43	0	0	0	0	0	109	0	0	0	197	0	29	762	0	567	0	103	0	670	0	760	0	6929	0	2053	0	8982	0	6778	0	2036	0	8814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	110	0	63	0	47	0	40	0	18	0	22	0	150	0
10957320	251025025060000010100	251025025	HINDS COUNTY, MADISON COUNTY, RANKIN COUNTY	HINDS COUNTY SHERIFFS OFFICE	2016	JACKSON	25	39201	28	28049	1	1.05357143	1	8	1	732	1	715	1	0	1	715	1	0	0	-9	-9	0	1	656	1	42	0	17	1	0	0	715	1	17	1	358	1	357	1	715	1	631	1	84	1	 	0	1	715	1	100	1	604	1	11	1	0	1	0	1	0	1	0	1	 	0	1	0	1	715	1	20	1	0	1	5	1	0	1	 	0	1	650	1	0	1	0	1	30	1	10	1	715	0	18	715	1	623	1	92	1	715	0	715	1	5989	1	1591	1	7580	1	4607	1	2268	1	6875	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	1	242	1	121	1	121	1	144	1	102	1	42	1	386	1
10958767	251028028060000020102	251028028	ISSAQUENA COUNTY	ISSAQUENA COUNTY CORRECTIONAL FACILITY	2016	MAYERSVILLE	25	39113	28	28055	7	1.30404508	1.27884614	17	1	315	4	311	4	0	4	311	4	-9	-9	-9	-9	-9	-9	220	4	90	4	1	4	0	4	311	4	-9	-9	76	4	235	4	311	4	265	4	46	4	 	0	4	311	4	209	4	102	4	0	4	0	4	0	4	0	4	0	4	 	0	4	0	4	311	4	0	4	0	4	0	4	0	4	 	0	4	37	4	0	4	0	4	0	4	0	4	37	4	-9	-9	-9	225	4	92	4	317	4	452	4	2438	4	981	4	3419	4	2420	4	974	4	3394	4	0	4	0	4	0	4	0	4	0	4	0	4	0	4	 	0	4	0	4	62	4	50	4	12	4	6	4	0	4	6	4	68	4
10957323	251028028060000020101	251028028	ISSAQUENA COUNTY	ISSAQUENA COUNTY SHERIFFS OFFICE	2016	MAYERSVILLE	25	39113	28	28055	7	1.30404508	1.27884614	17	1	2	0	3	0	0	0	3	0	0	0	-9	-9	0	0	0	0	3	0	0	0	0	0	3	0	0	0	2	0	1	0	3	0	0	0	3	0	 	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	3	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	3	0	0	0	3	0	31	3	0	0	0	2	0	2	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	9	0	4	0	5	0	0	0	0	0	0	0	9	0
10957327	251032032062000020402	251032032	JEFFERSON COUNTY	JEFFERSON COUNTY SHERIFF'S OFFICE - JEFFERSON-FRANKLIN CORRECTIONAL FACILITY	2016	FAYETTE	25	39069	28	28063	7	1.30404508	1.27884614	17	1	270	0	279	0	0	0	279	0	0	0	-9	-9	0	0	279	0	0	0	0	0	0	0	279	0	0	0	279	0	0	0	279	0	279	0	0	0	 	0	0	279	0	82	0	197	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	279	0	0	0	0	0	0	0	0	0	 	0	0	279	0	0	0	0	0	0	0	0	0	279	0	9	280	0	259	0	0	0	259	0	280	0	250	1	0	0	250	1	250	1	0	0	250	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	27	0	13	0	14	0	17	0	7	0	10	1	44	0
10958769	251032032062000020401	251032032	JEFFERSON COUNTY	JEFFERSON COUNTY SHERIFF'S OFFICE - JAIL	2016	FAYETTE	25	39069	28	28063	7	1.30404508	1.27884614	17	1	2	0	12	1	0	0	12	1	1	0	2	0	0	0	12	0	0	0	0	0	0	0	12	1	0	0	12	1	0	1	12	1	4	1	8	1	 	0	0	12	1	0	0	12	1	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	12	1	0	0	0	0	0	0	0	0	 	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12	15	1	15	1	0	0	15	0	12	0	312	1	0	0	312	0	306	1	0	0	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	9	1	7	1	2	1	9	1	7	0	2	0	18	0
10957329	251034034061000000000	251034034	JONES COUNTY	JONES COUNTY SHERIFF'S OFFICE	2016	ELLISVILLE	25	39437	28	28067	7	1.30404508	1.27884614	17	1	209	0	220	0	0	0	220	0	1	0	0	0	4	0	177	0	39	0	4	0	0	0	220	0	4	1	1	0	219	0	220	0	167	1	53	1	 	0	0	220	0	128	1	80	1	9	1	1	1	1	1	0	0	0	0	 	0	0	1	1	220	0	0	0	0	0	5	1	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	227	1	181	1	33	1	214	1	144	0	2780	1	859	1	3639	1	2648	1	805	1	3453	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	17	1	13	1	4	1	13	1	5	1	8	1	30	0
10957335	251040040061000000000	251040040	LEAKE COUNTY	MDOC DIVISION OF INSTITUTIONS - LEAKE COUNTY CORRECTIONAL FACILITY	2016	CARTHAGE	25	39051	28	28079	7	1.30404508	1.27884614	17	1	335	0	355	0	0	0	355	0	0	0	-9	-9	3	1	347	0	8	0	0	0	0	0	355	0	0	0	330	0	25	0	355	0	337	0	18	0	 	0	0	355	0	125	1	227	1	3	1	0	1	0	1	0	1	0	1	 	0	1	0	1	355	0	0	0	0	0	0	0	0	0	 	0	0	266	0	0	0	0	0	31	0	0	0	297	0	18	360	0	336	0	8	0	344	0	485	1	1830	1	352	1	2182	0	1521	1	293	1	1814	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	32	0	20	0	12	0	12	0	4	0	8	0	44	0
10957336	251041041061000000000	251041041	LEE COUNTY	LEE COUNTY SHERIFFS OFFICE	2016	TUPELO	25	38801	28	28081	7	1.30404508	1.27884614	17	1	254	1	259	1	0	0	259	1	0	0	-9	-9	1	1	212	1	41	1	6	1	0	0	259	1	6	1	100	1	159	1	259	1	100	1	159	1	 	0	0	259	1	126	1	130	1	3	1	0	0	0	0	0	0	0	0	 	0	0	0	0	259	1	0	0	0	0	0	0	0	0	 	0	0	70	1	0	0	0	0	0	0	0	0	70	1	1	266	1	185	1	33	1	218	0	202	1	1816	1	646	1	2462	1	1962	1	676	1	2638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	44	1	27	1	17	1	2	1	1	0	1	0	46	0
10957340	251046046062000000000	251046046	MARION COUNTY	MARION-WALTHALL COUNTY REGIONAL CORRECTIONAL FACILITY	2016	COLUMBIA	25	39429	28	28091	7	1.30404508	1.27884614	17	1	348	0	446	0	0	0	446	0	0	0	-9	-9	0	0	350	0	96	0	0	0	0	0	446	0	0	0	263	0	183	0	446	0	350	0	96	0	 	0	0	446	0	211	0	232	0	2	0	0	0	0	0	1	0	0	0	 	0	0	0	0	446	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	485	0	338	0	66	0	404	0	640	0	4783	0	475	0	5258	0	4394	0	417	0	4811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	48	0	22	0	26	0	6	0	3	0	3	0	54	0
10957348	251055055061000000000	251055055	PEARL RIVER COUNTY	LENOIR ROWELL CRIMINAL JUSTICE CENTER	2016	POPLARVILLE	25	39470	28	28109	7	1.30404508	1.27884614	17	1	290	0	290	0	0	0	290	0	0	0	-9	-9	1	0	253	0	36	0	1	0	0	0	290	0	1	0	1	0	289	0	290	0	225	1	65	1	 	0	0	290	0	194	0	92	0	0	0	0	0	0	0	0	0	0	0	 	0	0	4	0	290	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	123	0	165	0	288	0	22	298	0	253	0	36	0	289	0	290	0	2009	0	769	0	2778	0	1881	0	679	0	2560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	34	0	18	0	16	0	7	0	7	0	0	0	41	0
10957354	251061061061000000000	251061061	RANKIN COUNTY	RANKIN COUNTY SHERIFF'S DEPARTMENT	2016	BRANDON	25	39042	28	28121	2	2.71428561	2.71428561	13	1	463	1	413	1	0	1	413	1	0	0	-9	-9	12	1	345	1	68	1	0	1	0	1	413	1	0	0	30	1	383	1	413	1	283	1	130	1	 	0	1	413	1	252	1	131	1	15	1	0	1	0	1	0	1	15	1	 	0	1	0	1	413	1	0	1	0	1	15	1	0	1	 	0	1	30	1	5	1	0	1	0	1	0	1	50	1	1	430	1	355	1	77	1	432	1	520	1	4260	1	1444	1	5704	1	4128	1	1556	1	5684	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	1	65	1	55	1	10	1	13	1	10	1	3	1	78	1
10957356	251064064061000000000	251064064	SIMPSON COUNTY	SIMPSON COUNTY ADULT DETENTION CENTER	2016	MENDENHALL	25	39114	28	28127	8	5.15508193	4.90361452	18	1	104	0	111	0	0	0	111	0	0	0	-9	-9	0	0	95	0	16	0	0	0	0	0	111	0	0	0	20	1	91	1	111	0	90	1	21	1	 	0	0	111	0	58	0	53	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	111	0	0	0	0	0	0	0	0	0	 	0	0	20	1	0	0	0	0	0	0	0	0	20	0	17	116	0	94	0	12	0	106	0	182	0	1501	0	514	0	2015	0	1517	1	500	1	2017	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	25	1	12	1	13	1	10	1	5	1	5	1	35	0
10957358	251066066061000000000	251066066	STONE COUNTY	STONE COUNTY REGIONAL CORRECTIONAL FACILITY	2016	WIGGINS	25	39577	28	28131	7	1.30404508	1.27884614	17	1	369	0	442	0	0	0	442	0	0	0	-9	-9	0	0	420	0	22	0	0	0	0	0	442	0	0	0	330	0	112	0	442	0	442	1	0	1	 	0	1	442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	442	0	442	0	53	0	0	0	0	0	0	0	 	0	0	330	0	0	0	0	0	59	0	0	0	442	0	2	473	0	410	0	25	0	435	0	545	0	1325	0	100	0	1425	0	1348	1	100	1	1448	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	34	0	22	0	12	0	15	0	4	0	11	0	49	0
